年	月	日	時	分	GoogleLat	GoogleLng	死	受傷	2-30	天候	光線	道路類別	速限	道路型態	事故位置	路面鋪裝	路面狀態	路面缺陷	障礙物	視距	號誌種類	號誌動作	分向設施	快車道或一般車道間	快慢車道間	路面邊線	事故類型及型態	事故類別
2012	9	29	23	30			0	1	0	7	3	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	17	2
2012	9	30	1	1						8			50															3
2012	9	30	1	15						8			50															3
2012	9	30	2	40			0	1	0	8	3	5	50	4	1	1	5	4	5	7	3	1	10	5	5	2	15	2
2012	9	28	18	35						8			50															3
2012	9	18	10	20						8			50															3
2012	9	22	23	45			0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	4	4	2	3	2
2012	9	18	11	45						8			50															3
2012	9	18	13	18			0	1	0	8	1	5	50	4	1	1	5	4	5	7	2	1	10	5	5	2	15	2
2012	9	19	8	23			0	2	0	8	1	5	40	4	1	1	5	4	5	7	4	4	10	5	5	2	15	2
2012	9	19	10	48						8			50															3
2012	9	19	17	37			0	1	0	8	1	5	50	4	18	1	5	4	5	7	2	1	10	5	5	2	3	2
2012	9	20	8	40						8			50															3
2012	9	20	12	23			0	0	0	8	1	5	50	3	9	1	5	4	5	7	4	4	5	5	5	2	14	3
2012	9	24	20	50						8			50															3
2012	9	24	19	0			0	1	0	8	3	5	50	16	9	1	5	4	5	7	4	4	10	4	5	2	16	2
2012	9	17	14	2			0	1	0	8	1	5	50	4	1	1	5	4	5	7	2	1	10	5	5	2	16	2
2012	9	29	18	15			0	1	0	8	3	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	9	26	18	0			0	1	0	7	3	5	50	14	18	1	5	4	5	7	3	1	10	5	5	1	3	2
2012	9	25	6	14			0	1	0	8	1	5	50	4	1	1	5	4	5	7	2	1	10	5	5	2	16	2
2012	9	25	21	45						8			50															3
2012	9	24	17	20						8			50															3
2012	9	24	18	50						8			50															3
2012	9	26	22	27						8			50															3
2012	9	25	19	47	24.7810746	121.0210205				8			50															3
2012	9	17	20	22	24.7911918	120.9265043				8			50															3
2012	9	25	19	5	29.5541795	106.5700647				8			50															3
2012	9	25	20	53	24.7845755	121.0208636				8			50															3
2012	9	30	11	13	24.811528	120.964661	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	16	2
2012	9	21	14	2	24.767283	120.976927				8			50															3
2012	9	18	7	58	24.7978644	120.9366838	0	2	0	8	1	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	9	26	20	17	24.76863255	120.9565552				8			50															3
2012	9	26	17	15	24.7571705	120.9484903				8			50															3
2012	9	26	13	50	24.7874802	121.0095148				8			50															3
2012	9	27	9	15	24.7883507	120.9286567				8			50															3
2012	9	27	11	15	24.804244	120.975677				8			50															3
2012	9	29	18	3	24.807209	120.963728	0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	5	5	1	3	2
2012	9	30	19	59						8			50															3
2012	9	30	21	3						8			50															3
2012	9	30	16	30			0	3	0	8	1	5	50	3	2	1	5	4	5	7	1	1	9	4	1	2	16	2
2012	9	30	20	39						8																		3
2012	9	21	15	27						8			50															3
2012	9	21	17	20			0	2	0	8	2	5	50	3	2	1	5	4	5	7	4	4	5	5	5	1	16	2
2012	9	22	20	58						8			50															3
2012	9	23	17	18						8			50															3
2012	9	23	19	13			0	1	0	8	3	5	50	3	2	1	5	4	5	7	4	4	5	5	5	1	12	2
2012	9	21	9	41						8			50															3
2012	9	17	9	20						8			50															3
2012	9	17	11	41						8			50															3
2012	9	23	18	45						8			50															3
2012	9	2	10	10						8			50															3
2012	9	15	19	0			0	0	0	8	3	5	50	8	9	1	5	4	5	7	4	4	9	4	5	2	17	3
2012	9	29	10	49						8			50															3
2012	9	29	12	40			0	2	0	8	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	9	29	18	20						8			80															3
2012	9	30	19	44			0	1	0	8	3	5	50	4	8	1	5	4	5	7	4	4	5	2	5	1	15	2
2012	9	30	21	53						8			50															3
2012	9	29	17	58			0	0	0	8	3	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	14	3
2012	9	28	12	44						8			50															3
2012	9	10	16	40			0	1	0	8	1	5	50	5	1	1	5	4	5	7	1	1	10	5	5	2	12	2
2012	9	20	20	59			0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	10	2
2012	9	28	16	2			0	1	0	6	1	5	50	4	1	1	4	4	5	7	4	4	10	5	5	2	14	2
2012	9	21	2	36			0	5	0	8	3	5	50	14	9	1	5	4	1	7	4	4	1	4	5	1	18	2
2012	9	1	12	15						8			50															3
2012	9	22	14	10						8			50															3
2012	9	1	14	45						8			50															3
2012	9	6	18	46						8			50															3
2012	9	19	22	30			0	1	0	8	3	5	50	3	1	1	4	4	5	7	4	4	10	5	5	2	17	2
2012	9	6	23	40						8			50															3
2012	9	23	10	0	24.783356	121.017211	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	12	2
2012	9	24	11	30	24.805823	120.967145				8			50															3
2012	9	8	16	5	24.8115001	120.957582				8			50															3
2012	9	12	11	18	24.79319925	120.9683519				8			40															3
2012	9	12	13	59	24.7924614	121.0067013				8			50															3
2012	9	12	17	55	24.798397	120.955802	0	1	0	8	3	5	50	3	1	1	5	4	5	7	4	4	9	5	5	1	13	2
2012	9	25	7	43	24.809847	120.963901				8			50															3
2012	9	25	9	46	24.81853775	120.9890287	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	13	2
2012	9	13	7	33	24.80867115	120.9623971	0	2	0	8	1	5	50	3	2	1	5	4	5	7	4	4	5	5	5	2	12	2
2012	9	25	18	25	24.7951311	120.979319	0	1	0	8	4	5	50	15	9	1	5	4	5	7	4	4	9	5	5	2	13	2
2012	9	17	8	19	24.8026045	120.9576143				8			50															3
2012	9	28	15	25	24.7976963	120.9648146				6			50															3
2012	9	18	19	3	24.815979	120.994032				8			40															3
2012	9	29	11	20	24.79793	120.969703	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	16	2
2012	9	21	7	10	23.907561	106.625776				8			50															3
2012	9	29	13	48	24.7256219	120.92865	0	1	0	8	1	5	40	14	9	1	5	4	5	7	4	4	5	5	5	1	18	2
2012	9	21	10	13	24.8140286	120.9765499				8			50															3
2012	9	14	4	44	24.801872	120.9689311				8			50															3
2012	9	21	18	40	24.7461546	120.9063973				8			50															3
2012	9	26	13	51	24.7729067	120.9770276				8			50															3
2012	9	28	20	30	24.79358725	120.9450739				6			50															3
2012	9	28	21	45	24.8027251	120.967802	0	1	0	6	3	5	50	14	9	1	4	4	5	7	4	4	5	5	5	2	14	2
2012	9	29	3	54	24.80508345	120.9403263	0	1	0	6	3	5	50	14	9	1	4	4	5	7	4	4	5	5	5	2	26	2
2012	9	29	12	58	24.817822	120.972403	0	2	0	8	1	5	50	13	9	1	5	4	5	7	4	4	5	5	5	2	9	2
2012	9	29	15	45	24.8221058	120.9695864				8			60															3
2012	9	29	17	45	24.7585468	120.9585146				8			50															3
2012	9	29	18	37	24.7440111	120.905677	0	1	0	8	2	5	50	14	9	1	5	4	5	7	4	4	5	5	5	1	17	2
2012	9	30	14	16	24.849766	120.9270231	0	1	0	8	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	3	2
2012	9	24	8	13	24.799538	120.950739				8			50															3
2012	9	24	18	38	24.8042903	120.9752282				8			50															3
2012	9	2	11	57	24.798674	120.924439	0	1	0	8	1	5	40	14	9	1	5	4	5	7	4	4	10	5	5	2	17	2
2012	9	9	12	30	24.781975	121.021828				8			50															3
2012	9	26	21	5	24.8150922	120.9852896				8			50															3
2012	9	22	9	50	24.7965491	120.960726	0	1	0	8	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	15	2
2012	9	27	12	59	24.8148371	120.985899				8			50															3
2012	9	27	15	16	24.781749	121.022927				8			50															3
2012	9	27	16	46						8			40															3
2012	9	22	12	23						8			40															3
2012	9	24	18	27						8			50															3
2012	9	30	18	50						8			50															3
2012	9	27	18	15			0	3	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	4	5	1	12	2
2012	9	22	13	40						8			50															3
2012	9	25	18	58						8			80															3
2012	9	20	10	30						8			50															3
2012	9	25	19	8						8			50															3
2012	9	26	17	58						8			50															3
2012	9	24	12	10						8			50															3
2012	9	30	17	10						8			50															3
2012	9	21	16	45						8			50															3
2012	9	16	20	15			0	2	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	2	5	2	3	2
2012	9	21	15	20						8			50															3
2012	9	27	7	26			0	1	0	8	1	8	50	4	1	1	5	4	5	7	2	1	10	5	5	2	16	2
2012	9	21	14	35	24.7830941	121.0116058				8			50															3
2012	9	24	7	20	24.7757408	121.0167883				8			50															3
2012	9	27	14	46	24.8153308	120.9802893	0	1	0	8	1	5	50	4	1	1	5	4	5	7	2	1	10	5	5	2	16	2
2012	9	30	20	11	24.774262	120.945124	0	1	0	8	3	5	50	11	9	1	5	4	5	1	4	4	5	5	5	1	19	2
2012	9	24	17	45	24.784899	121.01407				8			40															3
2012	9	28	7	26	24.78392515	120.9319875				8			50															3
2012	9	27	10	25	24.790437	120.927721				8			50															3
2012	9	27	14	0	24.74107345	120.9061834				8			50															3
2012	9	30	16	57	24.792221	121.002448				8			50															3
2012	9	26	20	0	24.8007451	120.96723				8			50															3
2012	9	26	22	10	24.782637	120.9546454	0	3	0	8	3	5	50	3	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	9	27	6	0	24.7981942	120.9706866	0	2	0	8	1	5	50	4	1	1	5	4	5	7	3	1	10	5	5	2	16	2
2012	9	28	15	22	24.8095863	120.9664756				6			50															3
2012	9	28	10	12	24.793257	120.942503				8			40															3
2012	9	5	18	58	24.838151	120.9325039	0	1	0	8	1	5	50	3	2	1	5	4	5	7	4	4	9	5	5	2	29	2
2012	9	27	14	50	24.8083178	120.9672934				8			50															3
2012	9	27	18	20	24.79311235	121.0115108				8			50															3
2012	9	27	16	15						8			50															3
2012	9	30	15	40			0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	17	2
2012	9	28	16	14						6			50															3
2012	9	25	14	12			0	2	0	8	1	5	50	4	1	1	5	4	5	7	3	1	10	5	5	2	15	2
2012	9	28	9	12						6			50															3
2012	9	28	18	9						8			50															3
2012	9	28	8	3			0	1	0	7	1	5	40	11	9	1	5	4	5	7	4	4	10	5	5	2	17	2
2012	9	28	8	48			0	1	0	6	1	5	50	4	1	1	4	4	5	7	2	1	10	5	5	2	12	2
2012	9	29	11	1						8			50															3
2012	9	29	12	12			0	1	0	8	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	9	29	14	28						8			50															3
2012	9	29	16	49			0	1	0	8	1	5	40	14	8	1	5	4	5	7	4	4	5	4	1	2	17	2
2012	9	28	10	21			0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	12	2
2012	9	28	17	25						6			50															3
2012	9	30	16	49						8			50															3
2012	9	28	18	29						8			50															3
2012	9	26	7	28						8			50															3
2012	9	26	10	45						8			40															3
2012	9	26	9	50			0	1	0	8	1	5	50	4	2	1	5	4	5	7	1	1	5	5	5	2	12	2
2012	9	20	8	47						8			50															3
2012	9	21	12	0						8			50															3
2012	9	23	10	12						8			50															3
2012	9	23	15	24						8			50															3
2012	9	27	9	17						8			50															3
2012	9	28	19	0			0	1	0	6	3	5	50	3	9	1	4	4	5	7	4	4	10	5	5	2	18	2
2012	9	29	10	3			0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	1	16	2
2012	9	29	13	14			0	1	0	8	1	5	50	3	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	9	20	14	52						8			50															3
2012	9	21	15	20						8			50															3
2012	9	21	17	10						8			50															3
2012	9	22	9	52						8			50															3
2012	9	22	15	48			0	1	0	8	1	5	50	3	1	1	5	4	5	7	1	1	10	5	5	2	12	2
2012	9	25	8	5			0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	4	5	2	16	2
2012	9	25	16	18			0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	2	5	2	12	2
2012	9	28	22	2	24.77671765	121.023073				8			40															3
2012	9	25	10	0	24.804852	120.965578				8			50															3
2012	9	26	20	55	24.803746	120.964579				8			50															3
2012	9	29	17	51	24.8428241	120.9336				8			50															3
2012	9	30	7	42	23.8548668	120.983603				8			50															3
2012	9	27	12	16	24.7942591	121.000282	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	4	5	2	16	2
2012	9	29	15	39	24.8076422	120.9621516				8			40															3
2012	9	11	23	12	24.7931748	121.0018983	0	1	0	8	4	5	50	14	7	1	5	4	5	7	4	4	1	4	4	1	17	2
2012	9	26	0	25	24.805312	120.938936				8			50															3
2012	9	17	15	25	24.744203	120.905321				8			50															3
2012	9	10	15	45	24.80345445	120.9739224	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	9	28	19	45	36.667672	119.159806	0	1	0	6	3	5	50	4	1	1	4	4	5	7	4	4	10	5	5	2	16	2
2012	9	30	16	50	24.805929	120.965676	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	1	16	2
2012	9	28	21	30	24.7915906	121.0157262				6			50															3
2012	9	23	15	20	24.8473553	121.2271187				8			50															3
2012	9	15	20	55			0	1	0	8	3	5	50	4	1	1	5	4	5	7	2	1	10	5	5	2	17	2
2012	9	27	15	57			0	2	0	8	1	5	50	14	18	1	5	4	5	7	2	1	10	5	5	2	3	2
2012	9	14	9	50			0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	4	5	1	13	2
2012	9	7	12	50						8			50															3
2012	9	23	8	45			0	1	0	8	1	5	50	4	2	1	5	4	5	7	1	1	1	2	5	1	13	2
2012	9	22	16	10			0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	4	5	1	12	2
2012	9	27	8	40	24.8033251	120.964312	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	1	3	2
2012	9	23	16	0	24.819359	120.9825494				8			50															3
2012	9	27	14	55	24.79311235	121.0115108				8			40															3
2012	9	15	20	55	24.8091112	120.9601481																						2
2012	9	14	9	20	24.8185241	120.9630951	0	0	0	8	1	5	50	14	8	1	5	4	5	7	4	4	1	1	1	1	13	3
2012	9	1	19	30	24.808383	120.978598				8			50															3
2012	9	27	10	15	24.80166625	120.9870415	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	1	13	2
2012	9	27	7	54	24.8053221	120.9734181				8			50															3
2012	9	17	20	40	24.797232	120.9637474				8			50															3
2012	9	3	16	20			0	2	0	8	1	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	15	2
2012	9	18	8	46			0	0	0	8	1	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	12	3
2012	9	22	14	8			0	3	0	8	1	5	50	5	1	1	5	4	5	7	2	1	10	5	5	2	16	2
2012	9	27	12	5			0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	1	16	2
2012	9	3	18	0			0	2	0	8	2	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	9	10	17	55			0	2	0	8	3	5	50	3	1	1	5	4	5	7	3	1	10	5	5	2	16	2
2012	9	14	7	45			0	1	0	8	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	9	17	17	10						8			50															3
2012	9	17	13	50			0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	12	2
2012	9	4	7	38			0	1	0	8	1	5	50	4	2	1	5	4	5	7	2	1	5	2	5	1	16	2
2012	10	1	14	40	24.7832579	121.0227085				8			50															3
2012	10	1	15	29	24.8032061	120.964797				8			50															3
2012	10	1	12	45	24.812864	120.9596812	0	1	0	8	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	10	1	9	50	24.7996969	120.9515923				8			50															3
2012	10	1	18	50	24.78560435	121.0191651				8			50															3
2012	10	1	20	5	24.7815838	121.0170363				8			50															3
2012	10	2	11	5	24.8181351	120.955644				8			50															3
2012	10	1	13	51	24.747289	120.906519	0	1	0	8	1	5	40	14	9	1	5	4	5	7	4	4	1	4	4	2	17	2
2012	10	2	9	42			0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	4	2	18	2
2012	10	2	17	35						8			50															3
2012	10	2	21	0						8			50															3
2012	10	2	19	54						8			70															3
2012	10	2	16	37						8			50															3
2012	10	2	21	20	24.7832371	120.932765				8			40															3
2012	10	2	23	3	24.8061851	120.976804	0	2	0	8	3	5	50	3	2	1	5	4	5	7	4	4	10	5	5	1	16	2
2012	10	3	7	55	24.77804565	120.984408	0	1	0	8	1	5	50	3	1	1	5	4	5	7	3	1	10	5	5	2	16	2
2012	10	3	17	15	24.819012	120.972207				8			50															3
2012	10	1	19	36	24.81913655	120.9956861	0	1	1	8	3	6	40	4	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	10	3	7	41	24.7914899	121.0176238	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	1	12	2
2012	10	3	18	30	24.787355	121.0109801				8			50															3
2012	10	3	14	3	24.797927	120.978				8			50															3
2012	10	1	14	37	24.7887326	120.9300059	0	2	0	8	1	5	50	4	1	1	5	4	5	7	1	1	10	5	4	2	16	2
2012	10	1	16	40			0	1	0	8	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	13	2
2012	10	4	6	55			0	1	0	8	1	5	40	3	1	1	5	4	5	7	1	1	10	5	1	2	16	2
2012	10	4	9	45						8			50															3
2012	10	4	6	56						8			50															3
2012	10	4	8	3						8			50															3
2012	10	4	9	30						8			50															3
2012	10	4	10	30			0	2	0	8	1	5	50	3	2	1	5	1	5	7	4	4	5	4	5	1	13	2
2012	10	4	15	50						8			50															3
2012	10	4	16	0			0	1	0	8	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	10	2	11	16						8			50															3
2012	10	4	19	10			0	2	0	8	3	5	50	14	9	1	5	4	5	7	4	4	10	4	5	2	16	2
2012	10	5	0	30						8			50															3
2012	10	4	19	29			0	1	0	8	3	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	10	4	22	38			0	1	0	8	3	5	50	4	1	1	5	4	5	7	2	1	10	5	5	2	15	2
2012	10	5	7	52			0	1	0	8	1	5	50	5	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	10	5	10	55						8			50															3
2012	10	5	11	40			0	3	0	8	1	5	50	3	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	10	13	22	45			0	1	0	8	3	5	40	4	1	1	5	4	5	7	3	1	10	5	5	2	15	2
2012	10	5	11	7						8			50															3
2012	10	5	15	51						8			50															3
2012	10	5	8	18						8			50															3
2012	10	4	17	8			0	2	0	8	2	5	50	3	2	1	5	4	5	7	4	4	9	5	5	2	13	2
2012	10	4	19	10	24.34623015	120.6264257	0	1	0	8	3	5	50	4	1	1	5	4	5	7	3	1	10	5	5	2	16	2
2012	10	4	20	40	24.8049611	120.961138	0	2	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	2	2
2012	10	2	9	19	24.819382	120.972611				8			40															3
2012	10	3	10	9	24.8095911	120.9606877				8			50															3
2012	10	5	17	35	24.8088365	120.9826966				8			50															3
2012	10	5	20	25	24.81742155	120.9722416	0	2	0	8	3	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	10	2	7	15	24.8068274	120.9728788				8			50															3
2012	10	6	7	32	24.8356092	120.9235789	0	2	0	8	1	5	90	14	9	1	5	4	5	7	4	4	1	4	5	1	13	2
2012	10	6	10	25	24.8162285	121.0004115				8			50															3
2012	10	6	13	0	24.8047713	120.9756159				8			50															3
2012	10	2	16	48	24.8137323	120.9674304	0	2	0	8	1	5	40	4	1	1	5	4	5	7	4	4	10	5	5	2	15	2
2012	10	1	21	51	24.790798	121.0055625				8			50															3
2012	10	6	15	10	24.7969	120.970126	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	1	17	2
2012	10	1	17	31	24.79311235	121.0115108				8			30															3
2012	10	6	19	29	23.8333047	120.4693168				8			50															3
2012	10	2	8	4	24.79515	120.961862	0	3	0	8	1	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	10	1	2	45	24.801825	120.956007	0	1	0	8	3	5	50	11	9	1	5	4	5	7	4	4	10	5	5	1	17	2
2012	10	2	11	2	24.8237061	120.978034				8			20															3
2012	10	5	7	22	24.8108193	120.9570734				8			50															3
2012	10	6	20	35	24.7584934	120.96142	0	2	0	8	3	5	40	14	11	1	5	4	5	7	4	4	1	4	3	2	21	2
2012	10	7	3	7	24.8144963	120.9795137	0	0	1	8	3	5	50	15	9	1	5	4	5	7	4	4	1	4	5	2	3	2
2012	10	5	18	8	24.7974581	120.985181	0	0	0	8	3	5	50	14	9	1	5	4	5	7	4	4	10	5	5	2	17	3
2012	10	6	22	10	24.8022071	120.970678				8			50															3
2012	10	6	23	47	24.8025545	120.9746646				8			50															3
2012	10	6	20	50	24.7971981	120.979247	0	2	0	8	3	5	50	3	2	1	5	4	5	7	4	4	10	5	5	2	13	2
2012	10	7	10	45	24.819047	120.9954997	0	4	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	12	2
2012	10	5	18	6	24.8050804	120.9338635	0	2	0	8	3	5	50	3	9	1	5	4	5	7	4	4	4	5	5	2	16	2
2012	10	5	22	5	24.77540985	121.0286126				8			30															3
2012	10	5	23	34	24.7998135	120.9909705				8			50															3
2012	10	5	19	28	24.7788002	121.0189417				8			50															3
2012	10	6	16	15	24.75604185	120.9521546				8			30															3
2012	10	6	18	14	24.805571	120.987979	0	0	0	8	3	5	50	14	9	1	5	4	5	7	4	4	9	4	5	2	13	3
2012	10	7	12	6	24.8171799	120.9678846	0	2	0	8	1	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	10	7	9	19	24.80854965	120.9843547	0	2	0	8	1	5	40	8	11	1	5	4	5	7	4	4	4	4	4	2	12	2
2012	10	7	11	43	24.807997	120.98049				8			50															3
2012	10	7	12	51	24.8040923	120.9749115	0	1	0	8	1	5	50	5	1	1	5	4	5	7	2	1	10	5	5	2	13	2
2012	10	7	15	11	24.7991919	120.953374	0	1	0	8	1	5	50	3	1	1	5	4	5	7	4	4	1	4	4	1	16	2
2012	10	2	18	35	24.7895293	121.0040859				8			50															3
2012	10	3	10	13	24.8204651	120.9668021				8			50															3
2012	10	7	18	5	24.7444219	120.9225387	0	2	0	8	3	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	13	2
2012	10	3	14	39	24.8135511	120.97864				8			40															3
2012	10	7	19	0	24.8175311	120.958851				8			50															3
2012	10	6	9	21	24.8047718	120.9556443				8			50															3
2012	10	6	10	41	24.8028351	120.982626				8			50															3
2012	10	6	16	14	24.80139	120.9770515				8			50															3
2012	10	6	21	50	24.8177252	120.964017				8			50															3
2012	10	1	19	56	24.7932831	121.001211				8			50															3
2012	10	2	8	8	24.790798	121.0055625	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	4	4	2	12	2
2012	10	2	10	0	24.8011347	120.9870763	0	1	0	8	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	18	2
2012	10	2	12	20	24.79031295	120.9352439				8			50															3
2012	10	7	17	51	24.802467	120.9674701	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	12	2
2012	10	1	18	30	24.822538	120.976677				8			50															3
2012	10	8	8	7	24.7887326	120.9300059				8			50															3
2012	10	8	11	3	24.7950326	120.9665384	0	2	0	8	1	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	15	2
2012	10	8	10	16	24.7873656	121.0096554				8			50															3
2012	10	3	16	0	24.8506079	120.9251109	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	20	2
2012	10	8	20	44	24.78201715	120.9602928	0	1	0	8	3	5	50	14	11	1	5	4	5	7	4	4	1	4	4	2	18	2
2012	10	8	20	57	24.8094904	120.9836405	0	2	0	8	3	5	50	4	4	1	5	4	5	7	2	1	5	2	5	2	13	2
2012	10	8	21	20	24.793967	121.0137745				8			50															3
2012	10	8	19	45	24.79382215	120.9370932	0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	4	5	5	2	18	2
2012	10	8	21	35	24.8041675	120.9700725	0	2	0	8	3	5	50	16	18	1	5	4	5	7	4	4	10	5	5	2	3	2
2012	10	8	16	45	24.79577685	120.9343191	0	2	0	8	1	5	50	11	9	1	5	4	5	7	4	4	9	5	5	2	13	2
2012	10	8	12	22	24.8105046	120.9849983				8			50															3
2012	10	8	21	55	24.8129604	120.9637547				8			50															3
2012	10	2	22	2	24.784219	121.016835	0	2	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	16	2
2012	10	9	11	8	24.8026471	120.968188	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	9	2
2012	10	9	13	23	24.805634	120.969513				8			50															3
2012	10	3	7	3	24.7429221	120.908507				8			50															3
2012	10	8	22	27	24.8136275	120.9743288				8			50															3
2012	10	9	21	57	24.7824531	120.933262	0	1	0	8	3	5	40	14	9	1	5	4	5	7	4	4	5	5	5	2	11	2
2012	10	9	13	25	24.84574635	121.2236621	0	1	0	7	1	5	50	3	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	10	5	8	43	24.792192	120.9754839				8			50															3
2012	10	5	9	49	23.8548668	120.983603	0	3	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	4	5	2	13	2
2012	10	10	13	8	24.8019767	120.9951876				8			50															3
2012	10	6	10	5	24.833429	121.017656																						2
2012	10	3	16	1	24.813164	120.963977				8			50															3
2012	10	8	23	53	24.8055397	120.9770756	0	1	0	8	3	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	10	1	20	25	24.7910677	121.0049133				8			50															3
2012	10	9	12	22	24.78560435	121.0191651				8			50															3
2012	10	9	9	44	24.8214621	120.9520581				8			50															3
2012	10	10	18	30	24.797554	120.976517				8			50															3
2012	10	10	18	21	24.8025545	120.9746646				8			50															3
2012	10	10	19	17	24.8157	120.994643	0	1	0	8	3	5	40	14	9	1	5	4	5	7	4	4	10	5	5	2	13	2
2012	10	10	10	55	24.7793599	121.0107324				8			40															3
2012	10	10	12	0	24.801019	120.96017	0	1	0	7	1	5	50	14	9	1	5	4	5	7	4	4	4	5	5	1	17	2
2012	10	10	21	55	24.7874802	121.0095148				8			50															3
2012	10	10	13	48	24.7825468	121.0198326	0	1	0	8	1	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	10	10	15	45	24.781733	121.023048							50															3
2012	10	10	17	26	24.8017661	120.967784				8			50															3
2012	10	10	21	34	24.7960908	121.0131761	0	1	0	8	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	10	11	0	20	24.8170991	120.969899	0	1	0	8	1	5	40	14	9	1	5	4	5	7	4	4	10	5	5	2	24	2
2012	10	4	20	23	24.7932682	120.9619603	0	1	0	8	3	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	12	2
2012	10	4	21	40	24.7804371	120.935119	0	3	0	8	3	5	50	14	9	1	5	4	3	7	4	4	5	5	5	1	11	2
2012	10	5	15	30	24.7795071	121.024937	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	12	2
2012	10	5	20	15	24.79031295	120.9352439				8			50															3
